id,source_type,records_collected,status,error_message,timestamp
143,web,1,success,,2026-03-09 10:13:30
144,web,1,success,,2026-03-09 10:13:30
145,web,1,success,,2026-03-09 10:13:30
146,web,1,success,,2026-03-09 10:13:30
147,web,1,success,,2026-03-09 10:13:30
148,web,1,success,,2026-03-09 10:13:30
149,web,1,success,,2026-03-09 10:13:30
150,web,1,success,,2026-03-09 10:13:30
151,web,1,success,,2026-03-09 10:13:30
152,web,1,success,,2026-03-09 10:13:30
153,web,1,success,,2026-03-09 10:13:30
154,web,1,success,,2026-03-09 10:13:30
155,web,1,success,,2026-03-09 10:13:30
156,web,1,success,,2026-03-09 10:13:31
157,web,1,success,,2026-03-09 10:13:31
158,web,1,success,,2026-03-09 10:13:31
159,web,1,success,,2026-03-09 10:13:31
160,web,1,success,,2026-03-09 10:13:31
161,web,1,success,,2026-03-09 10:13:31
162,web,1,success,,2026-03-09 10:13:31
